Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Floors,CaloriesBMR,MarginalCalories,RestingHeartRate
21225,2/28/2023,3830,2.60999989509583,2.60999989509583,0,0,0,2.59999990463257,0,0,0,192,707,1762,,1316,238,70
21225,3/1/2023,3428,2.33999991416931,2.33999991416931,0,0,0,2.32999992370605,0,0,0,168,795,1751,,1316,238,66
21225,3/2/2023,8264,5.6399998664856,5.6399998664856,0,0,0,5.61999988555908,0,0,0,397,566,2402,,1311,660,69
21225,3/3/2023,4833,3.29999995231628,3.29999995231628,0,0,0,3.28999996185303,0,0,0,225,661,1951,,1310,337,72
21225,3/4/2023,3142,2.14000010490417,2.14000010490417,0,0,0,2.13000011444092,0,0,0,247,684,1994,,1309,381,74
21225,3/5/2023,3692,2.51999998092651,2.51999998092651,0,0.090000003576279,0.189999997615814,2.23000001907349,0,5,8,168,717,1873,,1309,303,77
21225,3/6/2023,4170,2.83999991416931,2.83999991416931,0,0,0,2.83999991416931,0,0,0,200,703,1852,,1307,302,80
21225,3/7/2023,9309,6.34999990463257,6.34999990463257,0,0,0.180000007152557,6.1399998664856,0,0,7,419,494,2491,,1307,759,80
21225,3/8/2023,9430,6.42999982833862,6.42999982833862,0,0.25,1.0900000333786,5.07000017166138,0,18,30,325,529,2388,,1307,692,81
21225,3/9/2023,8351,5.69999980926514,5.69999980926514,0,0,0.319999992847443,5.3600001335144,0,0,14,366,539,2236,,1307,544,83
21225,3/10/2023,8589,5.8600001335144,5.8600001335144,0,0,0,5.84000015258789,0,0,0,397,532,2315,,1307,596,83
21225,3/11/2023,11350,7.73999977111816,7.73999977111816,0,0,0,7.71999979019165,0,0,0,385,635,2183,,1307,571,83
21225,3/12/2023,6345,4.32999992370605,4.32999992370605,0,0,0,4.32000017166138,0,0,0,225,691,1901,,1307,356,84
21225,3/13/2023,6046,4.11999988555908,4.11999988555908,0,0.170000001788139,0.360000014305115,3.57999992370605,0,7,15,226,644,2014,,1309,416,85
21225,3/14/2023,6112,4.17000007629395,4.17000007629395,0,0,0,4.15999984741211,0,0,0,267,762,1862,,1310,334,87
21225,3/15/2023,3231,2.20000004768372,2.20000004768372,0,0,0,2.20000004768372,0,0,0,167,665,1689,,1310,213,87
21225,3/16/2023,1636,1.12000000476837,1.12000000476837,0,0,0,1.11000001430511,0,0,0,109,777,1595,,1310,131,86
21225,3/17/2023,1994,1.36000001430511,1.36000001430511,0,0,0,1.35000002384186,0,0,0,144,1296,1709,,1311,191,86
21225,3/18/2023,3329,2.26999998092651,2.26999998092651,0,0.209999993443489,0.119999997317791,1.91999995708466,0,6,8,144,785,1742,,1311,242,89
21225,3/19/2023,2647,1.79999995231628,1.79999995231628,0,0,0,1.79999995231628,0,0,0,136,826,1650,,1311,169,90
21225,3/20/2023,13095,8.93000030517578,8.93000030517578,0,0,0,8.90999984741211,0,0,0,431,502,2289,,1311,609,89
21225,3/21/2023,11417,7.78999996185303,7.78999996185303,0,0,0,7.76000022888184,0,0,0,442,475,2311,,1311,616,88
21225,3/22/2023,864,0.589999973773956,0.589999973773956,0,0,0,0.560000002384186,0,0,0,31,0,493,,427,39,87
21226,2/28/2023,11454,7.55999994277954,7.55999994277954,0,0,0,7.53999996185303,0,0,0,473,423,2351,2,1329,617,56
21226,3/1/2023,13200,9.22000026702881,9.22000026702881,3.35689997673035,3.9300000667572,0.430000007152557,4.84000015258789,0,76,16,339,569,2729,1,1327,1001,56
21226,3/2/2023,16389,11.3699998855591,11.3699998855591,3.11455011367798,4.03000020980835,0.109999999403954,7.17999982833862,0.019999999552965,94,8,460,306,3107,1,1326,1305,58
21226,3/3/2023,8786,5.80000019073486,5.80000019073486,0,0,0,5.78000020980835,0,0,0,371,510,2100,2,1326,452,60
21226,3/4/2023,11919,8.07999992370605,8.07999992370605,4.42058992385864,2.95000004768372,1.28999996185303,3.82999992370605,0,36,18,245,527,2100,11,1325,522,61
21226,3/5/2023,6336,4.17999982833862,4.17999982833862,0,0,0,4.17000007629395,0,0,0,294,526,1909,2,1323,342,60
21226,3/6/2023,8618,5.65000009536743,5.65000009536743,0,0.059999998658895,0.270000010728836,5.30999994277954,0,1,13,382,549,2132,1,1318,502,62
21226,3/7/2023,10517,6.96000003814697,6.96000003814697,0,1.87999999523163,0.330000013113022,4.73999977111816,0,24,5,347,530,2140,1,1316,524,64
21226,3/8/2023,6318,4.1100001335144,4.1100001335144,0,0,0,4.09999990463257,0,0,0,293,517,1901,0,1315,341,63
21226,3/9/2023,104,0.070000000298023,0.070000000298023,0,0,0,0.070000000298023,0,0,0,11,1255,1345,0,1315,11,65
21226,3/10/2023,458,0.300000011920929,0.300000011920929,0,0,0,0.28999999165535,0,0,0,43,1264,1398,0,1315,42,64
21226,3/11/2023,164,0.109999999403954,0.109999999403954,0,0,0,0.109999999403954,0,0,0,12,1141,1344,0,1314,14,63
21226,3/12/2023,470,0.310000002384186,0.310000002384186,0,0,0,0.310000002384186,0,0,0,35,608,1377,0,1314,35,62
21226,3/13/2023,4672,3.03999996185303,3.03999996185303,0,0,0,3.02999997138977,0,0,0,234,523,1766,1,1313,268,62
21226,3/14/2023,4262,2.83999991416931,2.83999991416931,0.612469971179962,0,0,2.83999991416931,0,0,0,204,648,1724,2,1313,233,63
21226,3/15/2023,9254,6.03999996185303,6.03999996185303,2.043869972229,1.94000005722046,0.340000003576279,3.75,0,22,14,272,575,2134,7,1313,548,62
21226,3/16/2023,2471,1.58000004291534,1.58000004291534,0,0,0,1.58000004291534,0,0,0,153,566,1637,0,1313,186,61
21226,3/17/2023,3280,2.14000010490417,2.14000010490417,0,0,0,2.10999989509583,0,1,11,170,716,1743,1,1313,251,60
21226,3/18/2023,1438,0.930000007152557,0.930000007152557,0,0,0,0.9200000166893,0,0,0,98,719,1517,0,1313,107,61
21226,3/19/2023,1620,1.07000005245209,1.07000005245209,0,0,0,1.07000005245209,0,0,0,92,607,1484,0,1313,96,60
21226,3/20/2023,9423,6.26000022888184,6.26000022888184,0,0,0.209999993443489,6.03000020980835,0,0,7,367,1066,2202,4,1313,516,61
21226,3/21/2023,14838,10.4200000762939,10.4200000762939,4.6897292137146,4.30999994277954,0.319999992847443,5.78000020980835,0,46,4,402,579,2425,20,1313,752,63
21226,3/22/2023,4525,2.98000001907349,2.98000001907349,0,0,0.029999999329448,2.92000007629395,0,2,7,202,78,1182,1,731,287,63
21227,2/28/2023,33594,21.8899993896484,21.8899993896484,0,9.77999973297119,0.939999997615814,11.1499996185303,0,134,23,545,91,3146,33,1112,1528,48
21227,3/1/2023,32167,21.2700004577637,21.2700004577637,0,10.4300003051758,0.899999976158142,9.92000007629395,0,139,32,524,310,3220,26,1112,1598,47
21227,3/2/2023,21858,12.8199996948242,12.8199996948242,0,4.26999998092651,0.589999973773956,7.92999982833862,0,69,19,476,332,2520,29,1112,968,48
21227,3/3/2023,1542,0.990000009536743,0.990000009536743,0,0,0,0.980000019073486,0,0,0,98,1263,1291,3,1112,87,48
21227,3/4/2023,5678,3.61999988555908,3.61999988555908,0,0,0,3.60999989509583,0,0,0,262,660,1649,9,1112,297,51
21227,3/5/2023,28611,18.7099990844727,18.7099990844727,0,10.0299997329712,0.740000009536743,7.90999984741211,0,146,19,451,251,3028,31,1112,1464,53
21227,3/6/2023,23063,14.9799995422363,14.9799995422363,1.09793996810913,5.84000015258789,0.140000000596046,8.97999954223633,0,80,4,509,399,2521,39,1112,979,53
21227,3/7/2023,25235,18.7299995422363,18.7299995422363,0,3.05999994277954,0.189999997615814,0.509999990463257,0,48,7,39,877,2642,26,1112,319,52
21227,3/8/2023,14946,9.5600004196167,9.5600004196167,0,0.330000013113022,0.8299999833107,8.36999988555908,0,25,49,452,914,2257,14,1112,749,
21227,3/9/2023,29799,19.6000003814697,19.6000003814697,0,10.3999996185303,0.709999978542328,8.46000003814697,0,147,33,473,366,3100,30,1112,1517,50
21227,3/10/2023,12273,7.71999979019165,7.71999979019165,0,0.239999994635582,0.600000023841858,6.84000015258789,0,7,15,452,520,2071,44,1112,544,50
21227,3/11/2023,12963,8.23999977111816,8.23999977111816,0,1.66999995708466,0.689999997615814,5.80999994277954,0,27,26,375,1012,2110,28,1112,608,50
21227,3/12/2023,23330,15.2399997711182,15.2399997711182,0,6.44000005722046,1.23000001907349,7.55999994277954,0,89,42,402,351,2540,47,1112,1029,52
21227,3/13/2023,30014,19.3999996185303,19.3999996185303,0,7.80999994277954,0.730000019073486,10.7799997329712,0,111,19,485,305,2817,70,1112,1252,51
21227,3/14/2023,30260,19.6800003051758,19.6800003051758,0,8.44999980926514,3.24000000953674,7.96000003814697,0,142,83,412,302,3015,61,1112,1432,51
21227,3/15/2023,25413,16.4200000762939,16.4200000762939,0,5.44999980926514,0.660000026226044,10.2700004577637,0.009999999776483,78,19,486,387,2679,65,1112,1137,50
21227,3/16/2023,16619,10.8500003814697,10.8500003814697,1.89226996898651,5.07000017166138,0.959999978542328,4.80999994277954,0,80,44,340,500,2371,52,1112,899,49
21227,3/17/2023,16069,10.5,10.5,0,4.86999988555908,0.370000004768372,5.23999977111816,0,67,17,316,1040,2145,76,1112,720,
21227,3/18/2023,21986,14.3800001144409,14.3800001144409,0,7.5,1.38999998569489,5.46000003814697,0.009999999776483,125,72,373,870,2892,55,1112,1345,
